tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
279	SP1	522.07	523.68	1.61	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	l'ho detto ma a te no	l'ho detto ma a te no	l' ho detto ma a te no
280	SP1	523.92	526.42	2.5	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	la cosa che lei è passata dall'essere povera	la cosa che lei è passata dall'essere povera	la cosa che lei è passata dall' essere povera
281	SP1	526.62	527.86	1.24	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	uscita dal manicomio	uscita dal manicomio	uscita dal manicomio
282	SP1	528.18	529.77	1.59	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	ha innamorata di	ha innamorata di	ha innamorata di
283	SP1	529.77	531.7	1.93	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	amadeo ricca però	amadeo ricca però	amadeo ricca però
284	SP1	532.22	533.32	1.1	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	in quel frangente	in quel frangente	in quel frangente
285	SP1	533.8	536.08	2.28	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	lei non è stata molto chiara non l'ha voluto dire	lei non è stata molto chiara non l'ha voluto dire	lei non è stata molto chiara non l' ha voluto dire
286	SP1	536.14	537.74	1.6	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	ovviamente la capisco	ovviamente la capisco	ovviamente la capisco
287	SP1	537.88	539.62	1.74	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	però io l'idea che mi sono fatto	però io l'idea che mi sono fatto	però io l' idea che mi sono fatto
288	SP1	540.42	541.66	1.24	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	c'è è abbastanza chiara attraverso	c'è è abbastanza chiara attraverso	c' è è abbastanza chiara attraverso
289	SP1	541.66	543.89	2.23	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	i raccoti di mio padre e di mamma	i raccoti di mio padre e di mamma	i raccoti di mio padre e di mamma
290	SP1	543.89	545.74	1.85	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	lei praticamente si teneva	lei praticamente si teneva	lei praticamente si teneva
291	SP1	546.42	548.14	1.72	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	mio nonno cioè mio nonno	mio nonno cioè mio nonno	mio nonno cioè mio nonno
292	SP1	548.96	550.1	1.14	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	che io non ho conosciuto ma	che io non ho conosciuto ma	che io non ho conosciuto ma
293	SP1	550.84	552.12	1.28	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	era sposato con un'altra	era sposato con un'altra	era sposato con un' altra
294	SP1	552.12	554.24	2.12	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	donna con il quale aveva un figlio	donna con il quale aveva un figlio	donna con il quale aveva un figlio
295	SP1	554.78	556.0	1.22	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	la sorella questa	la sorella questa	la sorella questa
296	SP1	556.0	557.92	1.92	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	già consiglia che veniva maltrattata	già consiglia che veniva maltrattata	già consiglia che veniva maltrattata
297	SP1	557.92	559.91	1.99	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	dalle sue e nel frattempo grande e tranquilla	dalle sue e nel frattempo grande e tranquilla	dalle sue e nel frattempo grande e tranquilla
298	SP1	559.91	562.14	2.23	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	è venuta a lavorare nella fabbrica di vestiti	è venuta a lavorare nella fabbrica di vestiti	è venuta a lavorare nella fabbrica di vestiti
299	SP1	562.14	563.6	1.46	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	che aveva mio nonno e	che aveva mio nonno e	che aveva mio nonno e
300	SP1	565.02	566.2	1.18	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	la nonna nonna rosa	la nonna nonna rosa	la nonna nonna rosa
301	SP1	566.56	568.0	1.44	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	ha iniziato a lavorare anche lei	ha iniziato a lavorare anche lei	ha iniziato a lavorare anche lei
302	SP1	568.22	570.4	2.18	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	e lavorando lì all'improvviso	e lavorando lì all'improvviso	e lavorando lì all' improvviso
303	SP1	570.44	572.28	1.84	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	è diventata la signora viglione	è diventata la signora viglione	è diventata la signora viglione
304	SP1	574.22	576.16	1.94	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	come è diventata questa cosa ovviamente	come è diventata questa cosa ovviamente	come è diventata questa cosa ovviamente
305	SP1	576.38	577.2	0.82	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	slatnute	slatnute	slatnute
306	SP1	578.12	579.52	1.4	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	ora ha creato una	ora ha creato una	ora ha creato una
307	SP1	579.52	581.74	2.22	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	tresca e poi è riuscita a	tresca e poi è riuscita a	tresca e poi è riuscita a
308	SP1	581.74	583.94	2.2	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	farsi sposare anche perché a quanto	farsi sposare anche perché a quanto	farsi sposare anche perché a quanto
309	SP1	584.0	586.01	2.01	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	ho capito mio padre è nato prima	ho capito mio padre è nato prima	ho capito mio padre è nato prima
310	SP1	586.01	587.56	1.55	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	che loro si sposassero	che loro si sposassero	che loro si sposassero
311	SP1	588.62	589.72	1.1	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	infatti mio padre quando lo racconta	infatti mio padre quando lo racconta	infatti mio padre quando lo racconta
312	SP1	589.72	591.92	2.2	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	i ricordi di prima infanzia	i ricordi di prima infanzia	i ricordi di prima infanzia
313	SP1	592.06	593.9	1.84	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	lui dice sempre che stava a casa con il nonno	lui dice sempre che stava a casa con il nonno	lui dice sempre che stava a casa con il nonno
314	SP1	595.06	596.26	1.2	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	quindi in realtà	quindi in realtà	quindi in realtà
315	SP1	596.9	597.83	0.93	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	la nonna a quanto	la nonna a quanto	la nonna a quanto
316	SP1	597.83	599.28	1.45	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	ho capito poi non so	ho capito poi non so	ho capito poi non so
317	SP3	599.5	602.1	2.6	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	il nonno il padre il tuo nonno	il nonno il padre il tuo nonno	il nonno il padre il tuo nonno
318	SP3	602.1	603.14	1.04	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	esatto si	esatto si	esatto si
